board,holding,hand_score,category,action,correct_decision,pot_size
AcKs7d,AhJs,50,TPMK,bet,Bet 4,5
Jh4h5s,Ks8s,25,Kハイ+BDFD,check,Check,5
6s8d7c,As4d,41,Aハイ+GS,bet,Bet 2,5
6s8d7c,JsJc,73,オーバーペア(中)+BDSD,bet,Bet 2,5
AcKs7d,JhTc,26,Jハイ+GS,bet,Bet 4,5
6s8d7c,4h4c,51,アンダーペア(低)+GS,check,Check,5
QcAdKh,JdTs,100,Aハイストレート+OESD,bet,Bet 4,5
JsKs5d,Ah3s,30,Aハイ+BDFD,bet,Bet 4,5
Th4c5d,KsJs,44,Kハイ+2OC,check,Check,5
6s8d7c,Ac4c,73,Aハイ+BDFD+GS,check,Check,5
5c2d3h,Kh5h,75,TPTK+BDFD,bet,Bet 2,5
9s7s4c,Td9h,50,TPMK,check,Check,5
Qc8cAc,Qs9h,40,セカンドペア(中)+BDFD,check,Check,5
Ks7h2d,AhJd,25,Aハイ,bet,Bet 2,5
4s4h3h,7h7c,73,2ペア(split)+BDFD,bet,Bet 2,5
8h8cTc,AdTd,78,2ペア(top2),bet,Bet 2,5
AcKs7d,Qc9c,21,Qハイ+BDFD+BDSD,check,Check,5
9dTs8s,QhJh,100,ストレート(high)+OESD,bet,Bet 2,5
Th4c5d,Kh9d,20,Kハイ,check,Check,5
Js8d3c,QhTc,31,Qハイ+GS,bet,Bet 2,5
Th3s2d,As9h,27,Aハイ+BDSD,check,Check,5
AcKs7d,8s8h,35,アンダーペア(低),check,Check,5
7d6c4h,KdQc,44,Kハイ+2OC,check,Check,5
Js8d3c,Ad8h,42,セカンドペア(強),bet,Bet 2,5
Jh4h5s,9h6h,44,空振り+FD,check,Check,5
4s4h3h,8s8d,68,2ペア(split),bet,Bet 2,5
7d6c4h,Kh9c,44,Kハイ+2OC,bet,Bet 2,5
Jh4h5s,KhJs,75,TPTK+BDFD,check,Check,5
5c5dAh,As4c,78,2ペア(top2),check,Check,5
9dTs8s,6s5s,56,空振り+FD+GS,check,Check,5
Ad8d3d,KhJh,25,Kハイ+BDFD,check,Check,5
Js8d3c,Ah3h,32,ボトムペア,bet,Bet 2,5
Th3s2d,Ah7s,27,Aハイ+BDSD,check,Check,5
8h8cTc,Kh8s,85,トリップス,bet,Bet 2,5
TsKcAh,Qc9d,31,Qハイ+GS,bet,Bet 4,5
QcAdKh,AhTc,66,TPMK+GS,check,Check,5
Td6h4h,Ah3s,30,Aハイ+BDFD,bet,Bet 4,5
JsKs5d,Td8c,8,空振り,check,Check,5
JsKs5d,Jh9d,35,セカンドペア(中),check,Check,5
JsKs5d,TsTd,45,アンダーペア(中)+BDFD,check,Check,5
5c2d3h,2h2c,85,ボトムセット,bet,Bet 2,5
7d6c4h,AhJc,49,Aハイ+2OC,check,Check,5
Td6h4h,AsKc,49,Aハイ+2OC,check,Check,5
Ad8d3d,Tc8h,40,セカンドペア(中)+BDFD,check,Check,5
Ad9h8h,KdKc,45,アンダーペア(高),check,Check,5
TsKcAh,Th9d,32,ボトムペア,check,Check,5
9dTs8s,Ac3h,27,Aハイ+BDSD,check,Check,5
Qc8cAc,5s5h,40,アンダーペア(低)+BDFD,check,Check,5
6s8d7c,9s9c,100,オーバーペア(低)+OESD,bet,Bet 2,5
Qc8cAc,JdJc,76,アンダーペア(中)+FD,check,Check,5
JsKs5d,AdQc,41,Aハイ+GS,check,Check,5
Ad9h8h,Ks5s,20,Kハイ,check,Check,5
Jh4h5s,KhJd,75,TPTK+BDFD,check,Check,5
Th4c5d,AsJd,49,Aハイ+2OC,check,Check,5
9s7s4c,Ad6h,25,Aハイ,check,Check,5
AcKs7d,Jd9d,15,Jハイ+BDFD,bet,Bet 4,5
Ks7h2d,Ah7s,42,セカンドペア(強),bet,Bet 2,5
JsKs5d,Ac4d,25,Aハイ,check,Check,5
JcJh4s,QdJs,85,トリップス,bet,Bet 2,5
Th4c5d,9h9c,35,アンダーペア(低),check,Check,5
Ad8d3d,KhJh,25,Kハイ+BDFD,check,Check,5
7d6c4h,KcQs,44,Kハイ+2OC,check,Check,5
Js8d3c,KcTd,20,Kハイ,bet,Bet 2,5
Td6h4h,AhJs,49,Aハイ+2OC,check,Check,5
7d6c4h,KcJs,44,Kハイ+2OC,check,Check,5
9dTs8s,AdJh,57,Aハイ+OESD,check,Check,5
9dTs8s,QsJc,100,ストレート(high)+OESD,bet,Bet 2,5
Jh4h5s,Jc8c,50,TPMK,check,Check,5
8h8cTc,Ah3h,30,Aハイ+BDFD,check,Check,5
4s4h3h,KsTs,44,Kハイ+2OC,check,Check,5
Td6h4h,AhQd,49,Aハイ+2OC,check,Check,5
Td6h4h,KsKc,78,オーバーペア(高),check,Check,5
9dTs8s,Ac4d,27,Aハイ+BDSD,check,Check,5
JsKs5d,Qc7c,17,Qハイ+BDSD,check,Check,5
Ks7h2d,KhKd,92,トップセット,bet,Bet 2,5
5c5dAh,KdJs,20,Kハイ,check,Check,5
9dTs8s,Qd9s,58,セカンドペア(強)+GS,check,Check,5
Ad8d3d,Ac2c,49,TPWK+BDFD+BDSD,check,Check,5
Jh4h5s,KhJs,75,TPTK+BDFD,check,Check,5
Th3s2d,Kc9s,20,Kハイ,check,Check,5
JsKs5d,AdTh,41,Aハイ+GS,check,Check,5
Ad8d3d,Ah6d,81,TPWK+FD,check,Check,5
QcAdKh,Jd7d,58,Jハイ+BDFD+GS,bet,Bet 4,5
Td6h4h,Ac7c,25,Aハイ,check,Check,5
9s7s4c,AhJs,49,Aハイ+2OC,check,Check,5
JsKs5d,Th6h,8,空振り,check,Check,5
8h8cTc,Ac2c,61,Aハイ+FD,bet,Bet 2,5
6s8d7c,Qd5d,65,Qハイ+BDFD+OESD,bet,Bet 2,5
Qc8cAc,6s6d,40,アンダーペア(低)+BDFD,check,Check,5
Td6h4h,Qc9d,15,Qハイ,check,Check,5
7d6c4h,Kc9h,44,Kハイ+2OC,bet,Bet 2,5
JcJh4s,AsAc,68,2ペア(split),check,Check,5
6s8d7c,8s8h,93,トップセット+BDSD,bet,Bet 2,5
Js8d3c,6s6h,35,アンダーペア(低),check,Check,5
Td6h4h,Ac8c,25,Aハイ,check,Check,5
JcJh4s,Ts8c,8,空振り,bet,Bet 2,5
AcKs7d,Jh8h,10,Jハイ,check,Check,5
JsKs5d,JdJc,88,ミドルセット,bet,Bet 4,5
Jh4h5s,6s6c,36,アンダーペア(低)+BDSD,check,Check,5
TsKcAh,Js9d,26,Jハイ+GS,bet,Bet 4,5
9dTs8s,Qd9c,58,セカンドペア(強)+GS,check,Check,5
Ks7h2d,AcTh,25,Aハイ,check,Check,5
7d6c4h,Jh5h,60,Jハイ+BDFD+OESD,bet,Bet 2,5
AcKs7d,Qc9c,21,Qハイ+BDFD+BDSD,check,Check,5
Jh4h5s,QdJs,62,TPGK,check,Check,5
Jh4h5s,TsTc,40,アンダーペア(中),check,Check,5
9s7s4c,AsQd,49,Aハイ+2OC,check,Check,5
Td6h4h,AsKd,49,Aハイ+2OC,check,Check,5
AcKs7d,Qs9s,21,Qハイ+BDFD+BDSD,check,Check,5
TsKcAh,8s8c,35,アンダーペア(低),check,Check,5
4s4h3h,As7h,49,Aハイ+2OC,check,Check,5
9s7s4c,Td9d,50,TPMK,check,Check,5
5c5dAh,AdQs,78,2ペア(top2),bet,Bet 2,5
Ad9h8h,5d5c,35,アンダーペア(低),check,Check,5
9s7s4c,Ac8h,27,Aハイ+BDSD,check,Check,5
Jh4h5s,QsTd,17,Qハイ+BDSD,check,Check,5
Qc8cAc,KdTc,44,Kハイ+FD+GS,check,Check,5
QcAdKh,As5c,46,TPWK+BDSD,check,Check,5
TsKcAh,QsTh,48,ボトムペア+GS,check,Check,5
9dTs8s,Td6d,93,TPWK+BDFD+GS,check,Check,5
TsKcAh,7c5c,13,空振り+BDFD,check,Check,5
Js8d3c,KcTs,20,Kハイ,bet,Bet 2,5
9s7s4c,Ts8s,58,空振り+FD+OESD,bet,Bet 4,5
9dTs8s,Jd8d,82,ボトムペア+BDFD+OESD,check,Check,5
8h8cTc,Ad8s,85,トリップス,bet,Bet 2,5
TsKcAh,5s5d,35,アンダーペア(低),check,Check,5
Ad9h8h,8d8c,85,ボトムセット,bet,Bet 4,5
Ks7h2d,AdKh,70,TPTK,bet,Bet 2,5
Ad9h8h,Qs3s,15,Qハイ,check,Check,5
Ad9h8h,Kc5c,20,Kハイ,check,Check,5
Th4c5d,Ah8h,30,Aハイ+BDFD,check,Check,5
Js8d3c,QsTs,63,Qハイ+BDFD+GS,bet,Bet 2,5
9dTs8s,Ah5h,27,Aハイ+BDSD,check,Check,5
Td6h4h,Js9d,12,Jハイ+BDSD,check,Check,5
Js8d3c,As9c,25,Aハイ,bet,Bet 2,5
Th3s2d,JdTs,50,TPMK,check,Check,5
TsKcAh,Ks8s,40,セカンドペア(中)+BDFD,check,Check,5
Ad9h8h,As5s,45,TPWK,check,Check,5
AcKs7d,Kc9s,35,セカンドペア(中),check,Check,5
Jh4h5s,KdTd,20,Kハイ,check,Check,5
JcJh4s,AsJs,90,トリップス+BDFD,bet,Bet 2,5
Jh4h5s,As4d,32,ボトムペア,check,Check,5
7d6c4h,KhQd,44,Kハイ+2OC,check,Check,5
Th4c5d,QdJd,39,Qハイ+2OC,bet,Bet 4,5
6s8d7c,AsAh,79,オーバーペア(高)+BDSD,check,Check,5
Js8d3c,7h7d,35,アンダーペア(低),check,Check,5
Ks7h2d,QcJd,17,Qハイ+BDSD,check,Check,5
TsKcAh,Ks7s,37,セカンドペア(弱)+BDFD,check,Check,5
JcJh4s,Ah4h,80,2ペア(top+mid)+BDFD,bet,Bet 2,5
Ks7h2d,2h2c,85,ボトムセット,bet,Bet 2,5
9dTs8s,Ad8d,36,ボトムペア+BDFD+BDSD,check,Check,5
Th3s2d,JcTc,50,TPMK,check,Check,5
6s8d7c,TsTd,88,オーバーペア(中)+GS,bet,Bet 2,5
9dTs8s,5s5c,39,アンダーペア(低)+BDFD+BDSD,check,Check,5
Ad8d3d,Ac4c,50,TPWK+BDFD,check,Check,5
AcKs7d,AsAh,92,トップセット,bet,Bet 4,5
4s4h3h,Qs9h,39,Qハイ+2OC,bet,Bet 2,5
Ad9h8h,5d5c,35,アンダーペア(低),check,Check,5
JsKs5d,Jh7h,32,セカンドペア(弱),check,Check,5
Js8d3c,7h7d,35,アンダーペア(低),check,Check,5
6s8d7c,Tc8c,98,TPMK+BDFD+GS,bet,Bet 2,5
Td6h4h,As7d,25,Aハイ,check,Check,5
Jh4h5s,AcJd,70,TPTK,bet,Bet 4,5
Js8d3c,Ah5s,25,Aハイ,check,Check,5
9dTs8s,As4s,61,Aハイ+FD,bet,Bet 2,5
4s4h3h,Kc9d,44,Kハイ+2OC,check,Check,5
9dTs8s,Kh9h,43,セカンドペア(強)+BDSD,check,Check,5
9dTs8s,Ac4h,27,Aハイ+BDSD,check,Check,5
Ad8d3d,Ks9h,25,Kハイ+BDFD,check,Check,5
4s4h3h,As6h,49,Aハイ+2OC,check,Check,5
Jh4h5s,Jc6c,46,TPWK+BDSD,check,Check,5
TsKcAh,9h9c,35,アンダーペア(低),check,Check,5
QcAdKh,9h6h,14,空振り+BDFD+BDSD,check,Check,5
Th3s2d,Ah9d,27,Aハイ+BDSD,check,Check,5
Th4c5d,Ks8h,20,Kハイ,check,Check,5
7d6c4h,9s6s,35,セカンドペア(中),check,Check,5
7d6c4h,TdTc,72,オーバーペア(中),bet,Bet 2,5
QcAdKh,Qh9c,33,ボトムペア+BDSD,check,Check,5
9dTs8s,Jc4c,42,Jハイ+OESD,bet,Bet 2,5
6s8d7c,Jh9d,42,Jハイ+OESD,bet,Bet 2,5
8h8cTc,As6s,25,Aハイ,check,Check,5
6s8d7c,AdQc,49,Aハイ+2OC,bet,Bet 2,5
4s4h3h,As2s,73,Aハイ+BDFD+GS,check,Check,5
Qc8cAc,KsKd,49,アンダーペア(高)+BDFD+BDSD,check,Check,5
5c2d3h,7d7c,68,オーバーペア(低),bet,Bet 2,5
Ad9h8h,Ah7d,49,TPWK+BDFD+BDSD,check,Check,5
Th3s2d,JdJc,72,オーバーペア(中),bet,Bet 4,5
Td6h4h,7h5h,58,空振り+FD+OESD,bet,Bet 4,5
Qc8cAc,7h7d,40,アンダーペア(低)+BDFD,check,Check,5
7d6c4h,AdTs,49,Aハイ+2OC,check,Check,5
JsKs5d,AhTd,41,Aハイ+GS,check,Check,5
Td6h4h,Ad5c,27,Aハイ+BDSD,check,Check,5
Th3s2d,AsTc,71,TPTK+BDSD,bet,Bet 4,5
