board,holding,hand_score,category,action,correct_decision,pot_size
Td6h4h,AsKd,2,エア,check,Check,5
AcKs7d,Qs9s,2,バックドアドロー,check,Check,5
TsKcAh,8s8c,5,弱ペア/ボトムペア,check,Check,5
4s4h3h,As7h,2,バックドアドロー,check,Check,5
9s7s4c,Td9d,10,TP+中キッカー,check,Check,5
5c5dAh,AdQs,15,2ペア,bet,Bet 2,5
Ad9h8h,5d5c,5,弱ペア/ボトムペア,check,Check,5
9s7s4c,Ac8h,2,バックドアドロー,check,Check,5
Jh4h5s,QsTd,2,バックドアドロー,check,Check,5
Qc8cAc,KdTc,10,フラッシュドロー,check,Check,5
QcAdKh,As5c,10,TP+弱キッカー,check,Check,5
TsKcAh,QsTh,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Td6d,10,TP+弱キッカー,check,Check,5
TsKcAh,7c5c,2,バックドアドロー,check,Check,5
Js8d3c,KcTs,2,エア,bet,Bet 2,5
9s7s4c,Ts8s,12,コンボドロー(FD+OESD),bet,Bet 4,5
9dTs8s,Jd8d,8,ドロー+弱ペア,check,Check,5
8h8cTc,Ad8s,18,セット,bet,Bet 2,5
TsKcAh,5s5d,5,弱ペア/ボトムペア,check,Check,5
Ad9h8h,8d8c,18,セット,bet,Bet 4,5
Ks7h2d,AdKh,15,TPTK,bet,Bet 2,5
Ad9h8h,Qs3s,2,エア,check,Check,5
Ad9h8h,Kc5c,2,エア,check,Check,5
Th4c5d,Ah8h,2,バックドアドロー,check,Check,5
Js8d3c,QsTs,5,ガットショット,bet,Bet 2,5
9dTs8s,Ah5h,2,バックドアドロー,check,Check,5
Td6h4h,Js9d,2,バックドアドロー,check,Check,5
Js8d3c,As9c,2,エア,bet,Bet 2,5
Th3s2d,JdTs,10,TP+中キッカー,check,Check,5
TsKcAh,Ks8s,5,セカンドペア弱,check,Check,5
Ad9h8h,As5s,10,TP+弱キッカー,check,Check,5
AcKs7d,Kc9s,5,セカンドペア弱,check,Check,5
Jh4h5s,KdTd,2,エア,check,Check,5
JcJh4s,AsJs,18,セット,bet,Bet 2,5
Jh4h5s,As4d,5,弱ペア/ボトムペア,check,Check,5
7d6c4h,KhQd,2,エア,check,Check,5
Th4c5d,QdJd,2,バックドアドロー,bet,Bet 4,5
6s8d7c,AsAh,15,オーバーペア,check,Check,5
Js8d3c,7h7d,5,弱ペア/ボトムペア,check,Check,5
Ks7h2d,QcJd,2,バックドアドロー,check,Check,5
TsKcAh,Ks7s,5,セカンドペア弱,check,Check,5
JcJh4s,Ah4h,15,2ペア,bet,Bet 2,5
Ks7h2d,2h2c,18,セット,bet,Bet 2,5
9dTs8s,Ad8d,5,弱ペア/ボトムペア,check,Check,5
Th3s2d,JcTc,10,TP+中キッカー,check,Check,5
6s8d7c,TsTd,15,オーバーペア,bet,Bet 2,5
9dTs8s,5s5c,5,弱ペア/ボトムペア,check,Check,5
Ad8d3d,Ac4c,10,TP+弱キッカー,check,Check,5
AcKs7d,AsAh,18,セット,bet,Bet 4,5
4s4h3h,Qs9h,2,バックドアドロー,bet,Bet 2,5
Ad9h8h,5d5c,5,弱ペア/ボトムペア,check,Check,5
JsKs5d,Jh7h,5,セカンドペア弱,check,Check,5
Js8d3c,7h7d,5,弱ペア/ボトムペア,check,Check,5
6s8d7c,Tc8c,10,TP+中キッカー,bet,Bet 2,5
Td6h4h,As7d,2,エア,check,Check,5
Jh4h5s,AcJd,15,TPTK,bet,Bet 4,5
Js8d3c,Ah5s,2,エア,check,Check,5
9dTs8s,As4s,10,フラッシュドロー,bet,Bet 2,5
4s4h3h,Kc9d,2,エア,check,Check,5
9dTs8s,Kh9h,8,セカンドペア強,check,Check,5
9dTs8s,Ac4h,2,バックドアドロー,check,Check,5
Ad8d3d,Ks9h,2,バックドアドロー,check,Check,5
4s4h3h,As6h,2,バックドアドロー,check,Check,5
Jh4h5s,Jc6c,10,TP+弱キッカー,check,Check,5
TsKcAh,9h9c,5,弱ペア/ボトムペア,check,Check,5
QcAdKh,9h6h,2,バックドアドロー,check,Check,5
Th3s2d,Ah9d,2,バックドアドロー,check,Check,5
Th4c5d,Ks8h,2,エア,check,Check,5
7d6c4h,9s6s,5,セカンドペア弱,check,Check,5
7d6c4h,TdTc,15,オーバーペア,bet,Bet 2,5
QcAdKh,Qh9c,5,弱ペア/ボトムペア,check,Check,5
9dTs8s,Jc4c,8,OESD,bet,Bet 2,5
6s8d7c,Jh9d,8,OESD,bet,Bet 2,5
8h8cTc,As6s,2,エア,check,Check,5
6s8d7c,AdQc,2,バックドアドロー,bet,Bet 2,5
4s4h3h,As2s,5,ガットショット,check,Check,5
Qc8cAc,KsKd,5,弱ペア/ボトムペア,check,Check,5
5c2d3h,7d7c,15,オーバーペア,bet,Bet 2,5
Ad9h8h,Ah7d,10,TP+弱キッカー,check,Check,5
Th3s2d,JdJc,15,オーバーペア,bet,Bet 4,5
Td6h4h,7h5h,12,コンボドロー(FD+OESD),bet,Bet 4,5
Qc8cAc,7h7d,5,弱ペア/ボトムペア,check,Check,5
7d6c4h,AdTs,2,エア,check,Check,5
JsKs5d,AhTd,5,ガットショット,check,Check,5
Td6h4h,Ad5c,2,バックドアドロー,check,Check,5
Th3s2d,AsTc,15,TPTK,bet,Bet 4,5
